FIT101,LIT101,MV101,P101,P102,AIT201,AIT202,AIT203,FIT201,MV201,P201,P202,P203,P204,P205,P206,DPIT301,FIT301,LIT301,MV301,MV302,MV303,MV304,P301,P302,AIT401,AIT402,FIT401,LIT401,P401,P402,P403,P404,UV401,AIT501,AIT502,AIT503,AIT504,FIT501,FIT502,FIT503,FIT504,P501,P502,PIT501,PIT502,PIT503,FIT601,P601,P602,P603,Actual,Prediction,Probability,Result
0.6408099,-0.6462107,0.3359525,0.60675,-0.04660751,3.0617342,-0.51684624,-0.23331465,0.59600836,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.4622366,0.49213517,0.22067794,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.48943058,0.20638706,0.017363623,0.0,0.16158266,-0.006451257,0.0,0.16456808,0.31954277,-0.65154177,-0.77712363,-0.10623979,0.21411882,0.12022705,0.14809804,0.13953932,0.16504763,0.0,0.104225196,1.9939841,0.08924518,-0.09818133,0.0,-0.09145291,0.0,0,1,0.6306273315642981,False Positive
0.7337903,-0.74978083,0.3359525,0.60675,-0.04660751,-1.0458848,1.4387426,-0.81359977,0.61893,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.53818667,0.47004136,-0.4789831,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35583344,-0.9028933,0.20171107,0.29123846,0.0,0.16158266,-0.006451257,0.0,0.16456808,-0.6598099,-1.093334,0.38232878,0.30510002,0.19479083,0.22881703,0.12618415,0.14082596,0.16504763,0.0,0.10464564,-0.35404992,0.063277245,-0.099023014,0.0,-0.09145291,0.0,0,1,0.5501197299318635,False Positive
0.55060524,-0.7519982,0.3359525,0.60675,-0.04660751,3.054146,-0.55481005,-0.20709817,0.5961264,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.4816771,0.48973024,-0.6381922,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.48384348,0.19797248,0.08135592,0.0,0.16158266,-0.006451257,0.0,0.16456808,0.3550022,-0.64113164,-0.70465136,-0.08710726,0.19149163,0.34877813,0.15138532,0.17811249,0.16504763,0.0,0.098367654,1.5137064,0.08491944,-0.09818133,0.0,-0.09145291,0.0,0,1,0.7318955232830565,False Positive
0.6743942,-0.7428125,0.3359525,0.60675,-0.04660751,2.4898808,-0.36224002,-0.13135792,0.6112501,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.4938828,0.4835677,-0.47252768,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.5089854,0.20404907,0.35434902,0.0,0.16158266,-0.006451257,0.0,0.16456808,-0.28756875,-0.5578332,-1.9644446,0.37735605,0.19714843,0.13979995,0.1349497,0.14082596,0.16504763,0.0,0.10840878,1.5137064,0.08275488,-0.09818133,0.0,-0.09145291,0.0,0,1,0.9184423997851314,False Positive
0.66856545,-0.811859,0.3359525,0.60675,-0.04660751,3.0495968,-0.50328594,-0.18903643,0.5976623,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.4767033,0.48371905,-0.8636669,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35603768,-0.5080554,0.18441506,-0.21365297,0.0,0.16158266,-0.006451257,0.0,0.16456808,0.36386704,-0.67831564,-0.62104553,-0.08710726,0.18536405,0.14232358,0.14700255,0.1588249,0.16504763,0.0,0.0933484,1.7805259,0.08275488,-0.09818133,0.0,-0.09145291,0.0,0,1,0.5983552132686186,False Positive
0.7312927,-0.76973444,0.3359525,0.60675,-0.04660751,2.9070156,-0.2130596,-0.19020236,0.6067602,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.48710138,0.4813141,-0.6407737,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.57231057,0.16197982,0.22401696,0.0,0.16158266,-0.006451257,0.0,0.16456808,0.21761762,-0.68873155,-0.988939,-0.14928764,0.154248,0.25975612,0.17768283,0.17553921,0.16504763,0.0,0.16698678,1.3002481,0.15038295,-0.09818133,0.0,-0.09145291,0.0,0,1,0.5314220668240377,False Positive
0.7473899,-0.643677,0.3359525,0.60675,-0.04660751,2.488366,-0.36224002,-0.13834898,0.61278605,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.48529375,0.48446986,0.3721414,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.50246835,0.20685393,0.29622805,0.0,0.16158266,-0.006451257,0.0,0.16456808,-0.26983902,-0.55485636,-1.1784699,-0.08710726,0.20422126,0.17073414,0.13056692,0.14468187,0.16504763,0.0,0.11719639,1.4603418,0.094658256,-0.09818133,0.0,-0.09145291,0.0,0,1,0.5799454068905695,False Positive
0.6985412,-0.71810794,0.3359525,0.60675,-0.04660751,3.054146,-0.52769786,-0.2047663,0.5980173,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.47037518,0.48567232,-0.5844045,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.4885006,0.19516762,0.12303852,0.0,0.16158266,-0.006451257,0.0,0.16456808,0.3550022,-0.632207,-0.72138643,-0.115805425,0.19667764,0.24081412,0.15248081,0.14082596,0.16504763,0.0,0.1021334,1.7805259,0.087083995,-0.09818133,0.0,-0.09145291,0.0,0,1,0.7224664582960663,False Positive
0.5583769,-0.74724716,0.3359525,0.60675,-0.04660751,-1.0079627,1.4523114,-0.7815536,0.6098321,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.51558286,0.47289798,-0.50436974,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.8889256,0.20544967,0.28155085,0.0,0.16158266,-0.006451257,0.0,0.16456808,-0.6642354,-1.0784557,0.014417914,0.32423255,0.2065752,0.17199594,0.12947145,0.13311012,0.16504763,0.0,0.105063476,-0.35404992,0.06814665,-0.099023014,0.0,-0.09145291,0.0,0,1,0.5172293071122821,False Positive
0.69909674,0.41830906,0.3359525,-1.6481252,-0.04660751,1.013991,1.167511,-0.61376137,-1.651437,-3.0202951,-0.19815527,0.0,-1.6393385,-0.0062324977,-1.4252319,-0.006176598,-2.0133576,-2.1077688,1.1750764,-0.053037953,-1.8383023,-0.07148143,-0.19763958,-0.05106706,-2.0417242,0.35583344,-0.6887131,0.16431782,0.37959403,0.0,0.16158266,-0.006451257,0.0,0.16456808,-0.29199427,-0.7958329,0.91186714,0.12812828,0.16414922,0.22755522,0.1623427,0.17811249,0.16504763,0.0,0.18372113,1.08679,0.17202176,-0.09818133,0.0,-0.09145291,0.0,0,1,0.5006266567218493,False Positive
0.556434,-0.631008,0.3359525,0.60675,-0.04660751,2.488366,-0.3568142,-0.14417411,0.61006814,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.4726347,0.48371905,0.4784244,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.4978112,0.20778766,0.39544532,0.0,0.16158266,-0.006451257,0.0,0.16456808,-0.30085912,-0.5399781,-1.3122462,-0.08710726,0.19620685,0.27048647,0.1349497,0.14468187,0.16504763,0.0,0.11636072,1.5137064,0.100067966,-0.09818133,0.0,-0.09145291,0.0,0,1,0.5154423431578511,False Positive
0.62998515,-0.8096425,0.3359525,0.60675,-0.04660751,3.0495968,-0.50328594,-0.18903643,0.59659934,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.4816771,0.48371905,-0.86194587,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35603768,-0.5033983,0.17740473,-0.2110116,0.0,0.16158266,-0.006451257,0.0,0.16456808,0.36386704,-0.67831564,-0.62104553,-0.08710726,0.18536405,0.13600959,0.14700255,0.17811249,0.16504763,0.0,0.0933484,1.7805259,0.07410003,-0.09818133,0.0,-0.09145291,0.0,0,1,0.6254687028027165,False Positive
0.5958471,-0.7672008,0.3359525,0.60675,-0.04660751,-1.3583515,1.6096263,-0.8118497,0.62046593,0.32165465,5.046548,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.55129766,0.47199583,-0.9303622,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35583344,-0.82467043,0.16899379,-0.11942608,0.0,0.16158266,-0.006451257,0.0,0.16456808,-1.2802118,-0.9490428,-3.6590197,0.17117614,0.15755086,0.27680048,0.107556716,0.13953932,0.16504763,0.0,0.064060695,-0.56750816,0.0064719627,-0.099023014,0.0,-0.09145291,0.0,0,1,0.6556406706875256,False Positive
0.7207453,-0.75801593,0.3359525,0.60675,-0.04660751,2.9070156,-0.2130596,-0.18787049,0.60628724,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.48303282,0.479511,-0.6033378,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.57417053,0.16712266,0.22254969,0.0,0.16158266,-0.006451257,0.0,0.16456808,0.21761762,-0.6768301,-0.96107036,-0.15407047,0.1707476,0.20545867,0.1623427,0.14082596,0.16504763,0.0,0.17953753,0.92669624,0.16336691,-0.09818133,0.0,-0.09145291,0.0,0,1,0.6172905919134574,False Positive
0.6172184,-0.6047195,0.3359525,0.60675,-0.04660751,2.4898808,-0.33782807,-0.14708781,0.6125491,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.48619756,0.48401937,0.52661824,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.4978112,0.21012565,0.4723529,0.0,0.16158266,-0.006451257,0.0,0.16456808,-0.2831294,-0.5414694,-1.3679833,-0.10145697,0.19903526,0.17578632,0.12837511,0.14596851,0.16504763,0.0,0.11970602,1.567071,0.10277282,-0.09818133,0.0,-0.09145291,0.0,0,1,0.5253055053140272,False Positive
0.71519387,-0.73141116,0.3359525,0.60675,-0.04660751,3.054146,-0.5412582,-0.20535041,0.59482735,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.4767033,0.49033087,-0.57149583,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.4885006,0.19049528,0.13536748,0.0,0.16158266,-0.006451257,0.0,0.16456808,0.3550022,-0.64559394,-0.72138643,-0.082324445,0.20940359,0.18841432,0.14700255,0.14082596,0.16504763,0.0,0.105063476,2.0473487,0.091953404,-0.09818133,0.0,-0.09145291,0.0,0,1,0.7798708844304645,False Positive
0.74794537,-0.75009793,0.3359525,0.60675,-0.04660751,3.054146,-0.5249807,-0.2047663,0.59541833,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.4717309,0.4876256,-0.6416342,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.48477346,0.20264481,0.07020184,0.0,0.16158266,-0.006451257,0.0,0.16456808,0.35942772,-0.6634432,-0.72138643,-0.08710726,0.19714843,0.17767903,0.15795992,0.17296994,0.16504763,0.0,0.100041606,1.8872551,0.08654033,-0.09818133,0.0,-0.09145291,0.0,0,1,0.8371160518374403,False Positive
0.5367283,-0.6994211,0.3359525,0.60675,-0.04660751,3.0571804,-0.55210984,-0.21525517,0.59589034,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.46992326,0.48822743,-0.5146969,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.47639284,0.19610135,0.22812712,0.0,0.16158266,-0.006451257,0.0,0.16456808,0.3550022,-0.632207,-0.7381041,-0.091891326,0.19950604,0.1745245,0.15357713,0.17939714,0.16504763,0.0,0.09585802,2.1007133,0.08654033,-0.09818133,0.0,-0.09145291,0.0,0,1,0.6805968611926926,False Positive
0.5911284,-0.6173893,0.3359525,0.60675,-0.04660751,2.488366,-0.34325388,-0.14941968,0.6103051,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.51287,0.48041195,0.47584286,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.4940877,0.21012565,0.42656088,0.0,0.16158266,-0.006451257,0.0,0.16456808,-0.30529848,-0.5414694,-1.334548,-0.08710726,0.2037468,0.1688414,0.12837511,0.14211059,0.16504763,0.0,0.121797815,1.5137064,0.103853405,-0.09818133,0.0,-0.09145291,0.0,0,1,0.5070909202477364,False Positive
0.7060347,-0.77068496,0.3359525,0.60675,-0.04660751,2.9070156,-0.2130596,-0.19020236,0.6067602,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.48484185,0.4813141,-0.6373317,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.57231057,0.16011234,0.22196265,0.0,0.16158266,-0.006451257,0.0,0.16456808,0.21761762,-0.68873155,-0.96107036,-0.14928764,0.1514196,0.27238414,0.15357713,0.17939714,0.16504763,0.0,0.16698678,1.3002481,0.15038295,-0.09818133,0.0,-0.09145291,0.0,0,1,0.5370631185582316,False Positive
0.7601575,-0.69498724,0.3359525,0.60675,-0.04660751,3.0662832,-0.55481005,-0.21641883,0.59529936,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.47625136,0.48552218,-0.49533385,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.48104995,0.18628617,0.23487866,0.0,0.16158266,-0.006451257,0.0,0.16456808,0.3550022,-0.6396461,-0.749255,-0.091891326,0.19667764,0.2199794,0.15357713,0.14211059,0.16504763,0.0,0.09794982,1.8338904,0.08491944,-0.09818133,0.0,-0.09145291,0.0,0,1,0.7633640266653156,False Positive
0.73101455,-0.6943538,0.3359525,0.60675,-0.04660751,3.0556655,-0.55210984,-0.21641883,0.6007343,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.47851232,0.49423862,-0.4656436,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.47452924,0.21105939,0.2736252,0.0,0.16158266,-0.006451257,0.0,0.16456808,0.341698,-0.6470794,-0.7381041,-0.07754163,0.19903526,0.20924905,0.15138532,0.14725314,0.16504763,0.0,0.10631698,2.0473487,0.08978885,-0.09818133,0.0,-0.09145291,0.0,0,1,0.7402259959693752,False Positive
0.6333164,-0.73141116,0.3359525,0.60675,-0.04660751,3.054146,-0.5412582,-0.20768,0.5980173,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.4626899,0.4876256,-0.57536864,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.48477346,0.20778766,0.1365416,0.0,0.16158266,-0.006451257,0.0,0.16456808,0.3550022,-0.64559394,-0.7325373,-0.082324445,0.19620685,0.22440068,0.13056692,0.14211059,0.16504763,0.0,0.10464564,1.8872551,0.096279144,-0.09818133,0.0,-0.09145291,0.0,0,1,0.7666059612830185,False Positive
0.7021489,0.14212224,0.3359525,-1.6481252,-0.04660751,2.955551,0.46230677,-0.492577,-1.651437,-3.0202951,-0.19815527,0.0,-1.6393385,-0.0062324977,-1.4252319,-0.006176598,-2.0300848,-2.1077688,1.1720576,-0.053037953,-1.8383023,-0.07148143,-0.19763958,-0.05106706,-2.0417242,0.35593557,-0.57231057,0.17927584,0.5542516,0.0,0.16158266,-0.006451257,0.0,0.16456808,0.25307706,-0.69319385,-0.7882746,-0.14928764,0.1679192,0.0728745,0.17549102,0.14211059,0.16504763,0.0,0.18246761,1.3536128,0.17148148,-0.09818133,0.0,-0.09145291,0.0,0,1,0.5755899830532074,False Positive
0.66800994,-0.6161217,0.3359525,0.60675,-0.04660751,2.4898808,-0.36224002,-0.14708781,0.6132581,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.51061046,0.48477018,0.50811464,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.5033983,0.20965879,0.42832208,0.0,0.16158266,-0.006451257,0.0,0.16456808,-0.28756875,-0.5355158,-1.3512657,-0.082324445,0.21364804,0.22187705,0.12837511,0.14082596,0.16504763,0.0,0.12054431,1.5137064,0.10439708,-0.09818133,0.0,-0.09145291,0.0,0,1,0.5105432703532685,False Positive
0.60056484,-0.6569802,0.3359525,0.60675,-0.04660751,2.488366,-0.36224002,-0.13834898,0.6103051,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.49659568,0.4858225,0.36353523,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.49222413,0.21246365,0.28213793,0.0,0.16158266,-0.006451257,0.0,0.16456808,-0.26541352,-0.5474172,-1.1784699,-0.08710726,0.2089328,0.22187705,0.12947145,0.1356834,0.16504763,0.0,0.12681969,1.4603418,0.10547767,-0.09818133,0.0,-0.09145291,0.0,0,1,0.5309983434518142,False Positive
0.7179696,-0.73932916,0.3359525,0.60675,-0.04660751,2.4898808,-0.36224002,-0.13485345,0.6125491,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.49433473,0.48176458,-0.47424978,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.5089854,0.21806972,0.35346884,0.0,0.16158266,-0.006451257,0.0,0.16456808,-0.30972397,-0.56378096,-1.9644446,0.37735605,0.21364804,0.21808667,0.13714153,0.13953932,0.16504763,0.0,0.11677855,1.5137064,0.09790341,-0.09818133,0.0,-0.09145291,0.0,0,1,0.8122978189131537,False Positive
0.6488589,-0.62562364,0.3359525,-1.6481252,-0.04660751,3.0617342,-0.53854954,-0.23448057,0.35651922,-6.3622446,-0.19815527,0.0,-1.6393385,-0.0062324977,-1.4252319,-0.006176598,0.47353992,0.49514076,3.1986141,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.48943058,0.19142902,0.049066246,0.0,0.16158266,-0.006451257,0.0,0.16456808,0.31954277,-0.6708823,-0.7882746,-0.08710726,0.20704967,0.27301505,0.12837511,0.18454169,0.16504763,0.0,0.09585802,2.0473487,0.08113062,-0.09818133,0.0,-0.09145291,0.0,0,1,0.5064079437142417,False Positive
0.54533195,-0.70955646,0.3359525,0.60675,-0.04660751,3.0571804,-0.52769786,-0.21933253,0.5983713,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.4767033,0.48822743,-0.55170304,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.48104995,0.20264481,0.17822497,0.0,0.16158266,-0.006451257,0.0,0.16456808,0.3550022,-0.6366693,-0.749255,-0.08710726,0.19667764,0.15053031,0.14809804,0.14082596,0.16504763,0.0,0.10297168,1.6204356,0.08816458,-0.09818133,0.0,-0.09145291,0.0,0,1,0.7189894945136912,False Positive
0.7193579,-0.769101,0.3359525,0.60675,-0.04660751,-1.359871,1.6150521,-0.8118497,0.61455804,0.32165465,5.046548,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.5598867,0.4709435,-0.9208955,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35583344,-0.82839394,-4.256269,-0.14760636,0.0,0.16158266,-0.006451257,0.0,0.16456808,-1.2802118,-0.90679884,-3.6757374,0.15682644,0.15471879,0.2212412,0.11851323,0.17296994,0.16504763,0.0,0.05903883,-0.56750816,0.004307405,-0.099023014,0.0,-0.09145291,0.0,0,1,0.833843648988095,False Positive
0.7090878,-0.7535813,0.3359525,0.60675,-0.04660751,2.9070156,-0.2266284,-0.19020236,0.6047522,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.4984033,0.4813141,-0.5994661,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.57417053,0.17179501,0.2234299,0.0,0.16158266,-0.006451257,0.0,0.16456808,0.21761762,-0.6857548,-1.0112408,-0.15407047,0.1707476,0.17578632,0.15028985,0.14082596,0.16504763,0.0,0.17953753,1.193519,0.16336691,-0.09818133,0.0,-0.09145291,0.0,0,1,0.8719665549452852,False Positive
-1.5646234,2.2312543,-2.8807752,0.60675,-0.04660751,3.0101597,-0.29714713,-0.23681018,0.6118411,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.48619756,0.48101377,-0.71220237,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.47173572,0.18815729,0.123332426,0.0,0.16158266,-0.006451257,0.0,0.16456808,0.40817752,-0.6292302,-0.84959596,-0.13015512,0.17829122,0.10444451,0.15138532,0.17553921,0.16504763,0.0,0.12598401,2.260807,0.11197134,-0.09818133,0.0,-0.09145291,0.0,0,1,0.5994376407138478,False Positive
0.6466387,-0.75959986,0.3359525,0.60675,-0.04660751,-1.359871,1.6150521,-0.8118497,0.617748,0.32165465,5.046548,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.5576258,0.4734986,-0.9333745,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35583344,-0.82839394,-4.256269,-0.13292916,0.0,0.16158266,-0.006451257,0.0,0.16456808,-1.2802118,-0.90679884,-3.703606,0.17117614,0.15471879,0.19283067,0.1119395,0.17682585,0.16504763,0.0,0.06447853,-0.56750816,0.009176815,-0.099023014,0.0,-0.09145291,0.0,0,1,0.7112592789806925,False Positive
0.6013977,-0.69181937,0.3359525,0.60675,-0.04660751,3.0556655,-20.584776,-0.21641883,0.60309726,0.32165465,-0.19815527,0.0,-1.6393385,-0.0062324977,0.7016402,-0.006176598,0.4721828,0.48341754,-0.47209796,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.487567,0.21105939,0.27773538,0.0,0.16158266,-0.006451257,0.0,0.16456808,0.341698,-0.63071567,-0.7381041,-0.082324445,0.217418,0.17263179,0.15248081,0.17939714,0.16504763,0.0,0.10799094,2.0473487,0.09573885,-0.09818133,0.0,-0.09145291,0.0,0,1,0.6879392475605927,False Positive
0.65302205,-0.7187413,0.3359525,0.60675,-0.04660751,2.4853315,-0.37038296,-0.13252158,0.6116041,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.4938828,0.48973024,0.122570306,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.5294738,0.21339738,0.019418703,0.0,0.16158266,-0.006451257,0.0,0.16456808,-0.30972397,-0.5652665,-2.009031,30.10671,0.2037468,0.13600959,0.13166241,0.102252774,0.16504763,0.0,0.10589915,1.4603418,0.08113062,-0.09818133,0.0,-0.09145291,0.0,0,1,0.7342124392878596,False Positive
0.6860509,-0.60725397,0.3359525,0.60675,-0.04660751,2.4929152,-0.3486797,-0.14941968,0.61148614,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.4988552,0.48492035,0.57911354,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.48943058,0.21246365,0.50522965,0.0,0.16158266,-0.006451257,0.0,0.16456808,-0.30972397,-0.5399781,-1.4460398,-0.08710726,0.21317725,0.22187705,0.13166241,0.1356834,0.16504763,0.0,0.11887035,1.5137064,0.10114855,-0.09818133,0.0,-0.09145291,0.0,0,1,0.5150132648298068,False Positive
0.74877816,-0.7634003,0.3359525,0.60675,-0.04660751,-1.359871,1.587923,-0.8118497,0.617512,0.32165465,5.046548,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.55581814,0.4742506,-0.9295017,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35583344,-0.82839394,-4.256269,-0.12999387,0.0,0.16158266,-0.006451257,0.0,0.16456808,-1.2802118,-0.90679884,-3.6255667,0.17117614,0.1679192,0.26733196,0.12837511,0.14211059,0.16504763,0.0,0.06824428,-0.56750816,0.014046225,-0.099023014,0.0,-0.09145291,0.0,0,1,0.5232180111011749,False Positive
0.5894628,-0.8026742,0.3359525,0.60675,-0.04660751,3.0465624,-0.5114204,-0.18437496,0.59848934,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.4568123,0.48567232,-0.91444224,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.5080554,0.18394819,-0.26795846,0.0,0.16158266,-0.006451257,0.0,0.16456808,0.3860223,-0.6812924,-0.62104553,-0.082324445,0.19620685,0.2212412,0.15138532,0.14082596,0.16504763,0.0,0.11050318,1.7805259,0.093034,-0.09818133,0.0,-0.09145291,0.0,0,1,0.5075219718465391,False Positive
0.5500506,-0.74027884,0.3359525,0.60675,-0.04660751,3.054146,-0.5412582,-0.20768,0.5980173,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.47896424,0.48401937,-0.56418097,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.48477346,0.19750561,0.13536748,0.0,0.16158266,-0.006451257,0.0,0.16456808,0.3550022,-0.64559394,-0.7325373,-0.082324445,0.2089328,0.27364594,0.12289686,0.14211059,0.16504763,0.0,0.10464564,1.8872551,0.09086944,-0.09818133,0.0,-0.09145291,0.0,0,1,0.7690188199794625,False Positive
0.7471126,1.5271707,0.3359525,-1.6481252,-0.04660751,1.0200597,1.1892058,-0.5770583,-1.651437,-3.0202951,-0.19815527,0.0,-1.6393385,-0.0062324977,-1.4252319,-0.006176598,-2.014714,-2.1077688,1.1711981,-0.053037953,-1.8383023,-0.07148143,-0.19763958,-0.05106706,-2.0417242,0.35562918,-0.7119914,0.14328319,1.017949,0.0,0.16158266,-0.006451257,0.0,0.16456808,-0.3274537,-0.8538429,0.90630037,0.11377983,0.1405768,0.0791885,0.17549102,0.17682585,0.16504763,0.0,0.16698678,1.2468836,0.15525235,-0.09818133,0.0,-0.09145291,0.0,0,1,0.5301407901333406,False Positive
0.6452512,-0.6272076,0.3359525,0.60675,-0.04660751,3.0617342,-0.5412582,-0.23331465,0.59600836,0.32165465,-0.19815527,0.0,0.61000216,-0.0062324977,0.7016402,-0.006176598,0.45455134,0.49574143,0.22971381,-0.053037953,0.5042549,-0.07148143,-0.19763958,-0.05106706,0.48978215,0.35593557,-0.48943058,0.21199313,0.021473786,0.0,0.16158266,-0.006451257,0.0,0.16456808,0.31954277,-0.6485707,-0.77712363,-0.08710726,0.20563363,0.0728745,0.14809804,0.14211059,0.16504763,0.0,0.10297168,1.9939841,0.093034,-0.09818133,0.0,-0.09145291,0.0,0,1,0.598457579970466,False Positive
